"observedby_person_id","update_datetime","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","observation_date","day_of_year","phenophase_status","intensity_category_id","intensity_value","abundance_value","yr","class_id","class_name","intensity_name","intensity_type","intensity_midpoint","intensity_label"
2724,"2020-01-28 13:17:51",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-01-21",21,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-01-28 13:17:51",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-01-22",22,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-01-31 09:56:44",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-01-25",25,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-01-31 09:56:44",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-01-27",27,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-02-11 09:00:24",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-01-28",28,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-02-11 09:00:24",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-01-30",30,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-02-11 09:31:42",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-02-03",34,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-02-11 09:31:42",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-02-04",35,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-02-25 10:38:45",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-02-07",38,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-02-25 10:38:45",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-02-10",41,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-02-25 11:25:33",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-02-12",43,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-02-25 11:25:33",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-02-17",48,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-04 12:05:31",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-02-21",52,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-04 12:05:31",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-02-22",53,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-04 12:38:41",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-02-25",56,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-04 12:38:41",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-02-26",57,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-08 11:24:52",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-01",61,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-08 11:24:52",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-03",63,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-13 10:42:39",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-04",64,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-13 10:42:39",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-06",66,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-13 11:10:24",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-07",67,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-13 11:10:24",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-08",68,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-18 12:16:20",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-11",71,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-18 12:16:20",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-12",72,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-24 09:16:39",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-15",75,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-24 09:16:39",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-16",76,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-24 09:44:02",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-18",78,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-24 09:44:02",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-21",81,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-03-29 12:42:33",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-22",82,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-04-12 14:03:18",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-25",85,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-04-12 14:03:18",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-26",86,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-04-14 11:08:32",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-28",88,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-04-14 11:08:32",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-03-30",90,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-04-14 11:44:52",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-02",93,1,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-04-14 11:44:52",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-04",95,1,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-03 09:02:55",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-06",97,1,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-03 09:02:55",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-08",99,1,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-03 10:07:43",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-10",101,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-03 10:07:43",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-13",104,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-03 10:44:32",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-16",107,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-03 10:44:32",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-17",108,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-05 11:30:02",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-20",111,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-05 11:30:02",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-22",113,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-05 12:15:03",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-24",115,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-05 12:15:03",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-27",118,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-17 11:23:03",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-28",119,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-17 11:23:03",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-04-30",121,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-17 11:56:56",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-01",122,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-17 11:56:56",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-03",124,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-17 12:26:48",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-05",126,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-05-17 12:26:48",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-07",128,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-06-14 10:56:16",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-10",131,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-06-14 10:56:16",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-13",134,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-06-14 11:49:00",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-14",135,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-06-14 11:49:00",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-15",136,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-07-13 12:22:16",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-19",140,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-07-13 12:22:16",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-21",142,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-07-13 12:52:29",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-23",144,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-07-13 12:52:29",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-26",147,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-08-23 09:52:22",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-28",149,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-08-23 09:52:22",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-29",150,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-08-23 10:29:44",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-05-31",152,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-08-23 10:29:44",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-03",155,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-08-23 11:02:02",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-05",157,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-08-23 11:02:02",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-06",158,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-08-23 11:41:08",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-07",159,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-08-23 11:41:08",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-08",160,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-08-23 12:13:01",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-09",161,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-08-23 12:13:01",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-10",162,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-09-08 11:15:48",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-11",163,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-09-08 11:15:48",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-12",164,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-09-08 11:57:24",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-16",168,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-09-08 11:57:24",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-17",169,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-07 11:55:50",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-19",171,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-07 11:55:50",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-21",173,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-07 12:30:40",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-23",175,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-07 12:30:40",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-25",177,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-07 12:55:56",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-27",179,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-07 12:55:56",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-29",181,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-07 13:23:08",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-06-30",182,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-07 13:23:08",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-01",183,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-09 13:25:27",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-02",184,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-09 13:25:27",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-07",189,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-10 10:45:30",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-08",190,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-10 10:45:30",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-09",191,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-10 11:27:50",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-12",194,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-10 11:27:50",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-13",195,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-10 12:01:20",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-15",197,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-10 12:01:20",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-16",198,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-10 12:32:50",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-20",202,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-10 12:32:50",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-21",203,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-10 12:54:49",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-23",205,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2724,"2020-10-10 12:54:49",2772,"My holler",36.440838,-84.323586,383,"TN",7,"Cercis","canadensis","eastern redbud","Plantae",6418,371,"Breaking leaf buds","2020-07-26",208,0,39,NA,NA,2020,1,"Initial shoot or leaf growth",NA,NA,NA,NA
