"observedby_person_id","update_datetime","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","observation_date","day_of_year","phenophase_status","intensity_category_id","intensity_value","abundance_value","yr","class_id","class_name","intensity_name","intensity_type","intensity_midpoint","intensity_label"
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",5002,371,"Breaking leaf buds","2010-03-07",66,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2278,NA,2255,"UNM Bio Castetter Redbud",35.08263,-106.622581,1573,"NM",7,"Cercis","canadensis","eastern redbud","Plantae",4626,371,"Breaking leaf buds","2010-03-09",68,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2492,NA,2447,"house",35.914932,-78.709885,118,"NC",7,"Cercis","canadensis","eastern redbud","Plantae",5127,371,"Breaking leaf buds","2010-03-09",68,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",5002,371,"Breaking leaf buds","2010-03-12",71,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-03-12",71,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-03-14",73,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
1043,NA,950,"Crosby Sanctuary-Duval Audubon",30.178402,-81.757507,2,"FL",7,"Cercis","canadensis","eastern redbud","Plantae",925,371,"Breaking leaf buds","2010-03-14",73,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",5002,371,"Breaking leaf buds","2010-03-14",73,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
995,NA,906,"yard",38.804558,-89.944405,165,"IL",7,"Cercis","canadensis","eastern redbud","Plantae",1094,371,"Breaking leaf buds","2010-03-16",75,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2492,NA,2447,"house",35.914932,-78.709885,118,"NC",7,"Cercis","canadensis","eastern redbud","Plantae",5127,371,"Breaking leaf buds","2010-03-16",75,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2390,NA,2402,"home",35.928192,-78.75042,136,"NC",7,"Cercis","canadensis","eastern redbud","Plantae",5025,371,"Breaking leaf buds","2010-03-16",75,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2390,NA,2402,"home",35.928192,-78.75042,136,"NC",7,"Cercis","canadensis","eastern redbud","Plantae",5025,371,"Breaking leaf buds","2010-03-17",76,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2390,NA,2402,"home",35.928192,-78.75042,136,"NC",7,"Cercis","canadensis","eastern redbud","Plantae",5025,371,"Breaking leaf buds","2010-03-18",77,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2492,NA,2447,"house",35.914932,-78.709885,118,"NC",7,"Cercis","canadensis","eastern redbud","Plantae",5127,371,"Breaking leaf buds","2010-03-19",78,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2390,NA,2402,"home",35.928192,-78.75042,136,"NC",7,"Cercis","canadensis","eastern redbud","Plantae",5025,371,"Breaking leaf buds","2010-03-19",78,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2390,NA,2402,"home",35.928192,-78.75042,136,"NC",7,"Cercis","canadensis","eastern redbud","Plantae",5025,371,"Breaking leaf buds","2010-03-20",79,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-03-21",80,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
995,NA,906,"yard",38.804558,-89.944405,165,"IL",7,"Cercis","canadensis","eastern redbud","Plantae",1094,371,"Breaking leaf buds","2010-03-21",80,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-03-22",81,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",5002,371,"Breaking leaf buds","2010-03-22",81,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-03-23",82,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6030,371,"Breaking leaf buds","2010-03-24",83,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6031,371,"Breaking leaf buds","2010-03-24",83,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6032,371,"Breaking leaf buds","2010-03-24",83,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6085,371,"Breaking leaf buds","2010-03-24",83,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6086,371,"Breaking leaf buds","2010-03-24",83,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",5179,371,"Breaking leaf buds","2010-03-24",83,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-03-24",83,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
522,NA,459,"PPN_9239908",36.524502,-92.751999,234,"MO",7,"Cercis","canadensis","eastern redbud","Plantae",2690,371,"Breaking leaf buds","2010-03-24",83,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
522,NA,459,"PPN_9239908",36.524502,-92.751999,234,"MO",7,"Cercis","canadensis","eastern redbud","Plantae",635,371,"Breaking leaf buds","2010-03-24",83,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
522,NA,459,"PPN_9239908",36.524502,-92.751999,234,"MO",7,"Cercis","canadensis","eastern redbud","Plantae",1272,371,"Breaking leaf buds","2010-03-24",83,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6030,371,"Breaking leaf buds","2010-03-27",86,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6031,371,"Breaking leaf buds","2010-03-27",86,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6032,371,"Breaking leaf buds","2010-03-27",86,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
1043,NA,950,"Crosby Sanctuary-Duval Audubon",30.178402,-81.757507,2,"FL",7,"Cercis","canadensis","eastern redbud","Plantae",925,371,"Breaking leaf buds","2010-03-28",87,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-03-28",87,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6030,371,"Breaking leaf buds","2010-03-29",88,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6031,371,"Breaking leaf buds","2010-03-29",88,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6032,371,"Breaking leaf buds","2010-03-29",88,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",5002,371,"Breaking leaf buds","2010-03-29",88,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-03-29",88,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-03-30",89,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",5002,371,"Breaking leaf buds","2010-03-30",89,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
995,NA,906,"yard",38.804558,-89.944405,165,"IL",7,"Cercis","canadensis","eastern redbud","Plantae",1094,371,"Breaking leaf buds","2010-03-31",90,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
1467,NA,1322,"Home",37.4659,-79.972916,388,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",2366,371,"Breaking leaf buds","2010-03-31",90,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-03-31",90,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",5179,371,"Breaking leaf buds","2010-03-31",90,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6030,371,"Breaking leaf buds","2010-03-31",90,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6031,371,"Breaking leaf buds","2010-03-31",90,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6032,371,"Breaking leaf buds","2010-03-31",90,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6085,371,"Breaking leaf buds","2010-03-31",90,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6086,371,"Breaking leaf buds","2010-03-31",90,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",5002,371,"Breaking leaf buds","2010-03-31",90,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-04-01",91,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",5002,371,"Breaking leaf buds","2010-04-01",91,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",5179,371,"Breaking leaf buds","2010-04-02",92,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",5002,371,"Breaking leaf buds","2010-04-02",92,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6030,371,"Breaking leaf buds","2010-04-02",92,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6031,371,"Breaking leaf buds","2010-04-02",92,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6032,371,"Breaking leaf buds","2010-04-02",92,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6085,371,"Breaking leaf buds","2010-04-02",92,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6086,371,"Breaking leaf buds","2010-04-02",92,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-04-02",92,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
1435,NA,1385,"front and back yard",38.845295,-77.329628,121,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",2967,371,"Breaking leaf buds","2010-04-02",92,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
1435,NA,1385,"front and back yard",38.845295,-77.329628,121,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",2967,371,"Breaking leaf buds","2010-04-03",93,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
522,NA,459,"PPN_9239908",36.524502,-92.751999,234,"MO",7,"Cercis","canadensis","eastern redbud","Plantae",2690,371,"Breaking leaf buds","2010-04-04",94,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
1435,NA,1385,"front and back yard",38.845295,-77.329628,121,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",2967,371,"Breaking leaf buds","2010-04-04",94,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
522,NA,459,"PPN_9239908",36.524502,-92.751999,234,"MO",7,"Cercis","canadensis","eastern redbud","Plantae",635,371,"Breaking leaf buds","2010-04-04",94,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
522,NA,459,"PPN_9239908",36.524502,-92.751999,234,"MO",7,"Cercis","canadensis","eastern redbud","Plantae",1272,371,"Breaking leaf buds","2010-04-04",94,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
1467,NA,1322,"Home",37.4659,-79.972916,388,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",2366,371,"Breaking leaf buds","2010-04-04",94,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2000,NA,1841,"Home",39.973316,-82.802826,275,"OH",7,"Cercis","canadensis","eastern redbud","Plantae",3680,371,"Breaking leaf buds","2010-04-04",94,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6030,371,"Breaking leaf buds","2010-04-05",95,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6031,371,"Breaking leaf buds","2010-04-05",95,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6032,371,"Breaking leaf buds","2010-04-05",95,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6085,371,"Breaking leaf buds","2010-04-05",95,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6086,371,"Breaking leaf buds","2010-04-05",95,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",5179,371,"Breaking leaf buds","2010-04-05",95,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2278,NA,2396,"1515 Silver - redbud",35.080032,-106.63002,1563,"NM",7,"Cercis","canadensis","eastern redbud","Plantae",5019,371,"Breaking leaf buds","2010-04-05",95,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
1435,NA,1385,"front and back yard",38.845295,-77.329628,121,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",2967,371,"Breaking leaf buds","2010-04-05",95,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2000,NA,1841,"Home",39.973316,-82.802826,275,"OH",7,"Cercis","canadensis","eastern redbud","Plantae",3680,371,"Breaking leaf buds","2010-04-06",96,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
522,NA,459,"PPN_9239908",36.524502,-92.751999,234,"MO",7,"Cercis","canadensis","eastern redbud","Plantae",635,371,"Breaking leaf buds","2010-04-06",96,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
522,NA,459,"PPN_9239908",36.524502,-92.751999,234,"MO",7,"Cercis","canadensis","eastern redbud","Plantae",1272,371,"Breaking leaf buds","2010-04-06",96,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
522,NA,459,"PPN_9239908",36.524502,-92.751999,234,"MO",7,"Cercis","canadensis","eastern redbud","Plantae",2690,371,"Breaking leaf buds","2010-04-06",96,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
995,NA,906,"yard",38.804558,-89.944405,165,"IL",7,"Cercis","canadensis","eastern redbud","Plantae",1094,371,"Breaking leaf buds","2010-04-07",97,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",5179,371,"Breaking leaf buds","2010-04-07",97,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6085,371,"Breaking leaf buds","2010-04-07",97,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6086,371,"Breaking leaf buds","2010-04-07",97,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6030,371,"Breaking leaf buds","2010-04-08",98,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6031,371,"Breaking leaf buds","2010-04-08",98,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6032,371,"Breaking leaf buds","2010-04-08",98,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2558,NA,2493,"homebase",42.164707,-88.364494,273,"IL",7,"Cercis","canadensis","eastern redbud","Plantae",5704,371,"Breaking leaf buds","2010-04-08",98,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
1435,NA,1385,"front and back yard",38.845295,-77.329628,121,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",2967,371,"Breaking leaf buds","2010-04-08",98,-1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",10045,371,"Breaking leaf buds","2010-04-09",99,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
1435,NA,1385,"front and back yard",38.845295,-77.329628,121,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",2967,371,"Breaking leaf buds","2010-04-09",99,-1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
1770,NA,1603,"Broyhill Park",36.133862,-81.681114,1074,"NC",7,"Cercis","canadensis","eastern redbud","Plantae",3037,371,"Breaking leaf buds","2010-04-09",99,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",5179,371,"Breaking leaf buds","2010-04-09",99,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
103,NA,2335,"Home North #1",31.969622,-98.886833,546,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",5002,371,"Breaking leaf buds","2010-04-09",99,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6085,371,"Breaking leaf buds","2010-04-09",99,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2487,NA,2442,"Campus",37.228249,-80.421249,621,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6086,371,"Breaking leaf buds","2010-04-09",99,1,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
2600,NA,2551,"VT campus",37.227528,-80.422066,620,"VA",7,"Cercis","canadensis","eastern redbud","Plantae",6030,371,"Breaking leaf buds","2010-04-10",100,0,NA,NA,NA,2010,1,"Initial shoot or leaf growth",NA,NA,NA,NA
