"site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","species_functional_type","individual_id","phenophase_id","phenophase_description","observation_date","day_of_year","phenophase_status","intensity_category_id","intensity_value","yr","class_id","class_name","intensity_name","intensity_type","intensity_midpoint","intensity_label"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-05-25",145,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-05-26",146,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-06-02",153,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-06-06",157,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-06-05",156,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-06-14",165,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-06-05",156,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-07-01",182,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-07-15",196,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-07-23",204,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-08-01",213,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-08-05",217,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-08-14",226,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-08-05",217,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-08-28",240,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-08-25",237,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-08-20",232,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-09-23",266,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-10-06",279,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-10-09",282,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-10-13",286,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-10-15",288,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-10-19",292,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-10-23",296,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-10-28",301,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-06-25",176,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-08-27",239,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-09-16",259,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-06-09",160,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-05-06",126,1,39,"101 to 1,000",2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",500,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-05-14",134,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-04-29",119,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-08-17",229,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-08-24",236,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-08-31",243,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-09-14",257,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-09-21",264,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-10-05",278,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-10-12",285,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-04-27",117,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-04-30",120,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-05-04",124,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-05-02",122,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-05-11",131,1,39,"11 to 100",2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",50,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-05-29",149,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-06-08",159,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8182,"GRSM-PKnob Upper Plot",35.586998,-83.074631,1505,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",23059,371,"Breaking leaf buds","2015-06-15",166,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
8904,"GRSM-OVC",35.510715,-83.303322,612,"NC",93,"Tilia","americana","American basswood","Deciduous broadleaf",29959,371,"Breaking leaf buds","2015-04-14",104,1,39,"101 to 1,000",2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",500,"No. breaking leaf buds"
9343,"GRSM-Tremont-Dorsey Branch",35.642799,-83.695915,423,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33167,371,"Breaking leaf buds","2015-09-22",265,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9343,"GRSM-Tremont-Dorsey Branch",35.642799,-83.695915,423,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33167,371,"Breaking leaf buds","2015-10-04",277,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9343,"GRSM-Tremont-Dorsey Branch",35.642799,-83.695915,423,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33167,371,"Breaking leaf buds","2015-10-08",281,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9343,"GRSM-Tremont-Dorsey Branch",35.642799,-83.695915,423,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33167,371,"Breaking leaf buds","2015-10-29",302,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9343,"GRSM-Tremont-Dorsey Branch",35.642799,-83.695915,423,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33167,371,"Breaking leaf buds","2015-11-14",318,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9343,"GRSM-Tremont-Dorsey Branch",35.642799,-83.695915,423,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33167,371,"Breaking leaf buds","2015-11-20",324,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-04-24",114,1,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-04-29",119,1,39,"101 to 1,000",2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",500,"No. breaking leaf buds"
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-05-06",126,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-05-13",133,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-05-20",140,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-05-27",147,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-09-02",245,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-09-10",253,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-09-16",259,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-09-26",269,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-09-30",273,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-10-07",280,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-10-14",287,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-10-21",294,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-10-27",300,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-11-05",309,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-11-12",316,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9341,"GRSM-Tremont-Falls Trail",35.639874,-83.687721,444,"TN",93,"Tilia","americana","American basswood","Deciduous broadleaf",33196,371,"Breaking leaf buds","2015-11-17",321,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9086,"McAfee Knob Parking (VA)",37.381329,-80.088806,613,"VA",93,"Tilia","americana","American basswood","Deciduous broadleaf",96272,371,"Breaking leaf buds","2015-10-13",286,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
9086,"McAfee Knob Parking (VA)",37.381329,-80.088806,613,"VA",93,"Tilia","americana","American basswood","Deciduous broadleaf",96272,371,"Breaking leaf buds","2015-11-10",314,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9086,"McAfee Knob Parking (VA)",37.381329,-80.088806,613,"VA",93,"Tilia","americana","American basswood","Deciduous broadleaf",96307,371,"Breaking leaf buds","2015-10-13",286,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
9086,"McAfee Knob Parking (VA)",37.381329,-80.088806,613,"VA",93,"Tilia","americana","American basswood","Deciduous broadleaf",96307,371,"Breaking leaf buds","2015-11-10",314,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
9086,"McAfee Knob Parking (VA)",37.381329,-80.088806,613,"VA",93,"Tilia","americana","American basswood","Deciduous broadleaf",96308,371,"Breaking leaf buds","2015-10-13",286,0,39,NA,2015,1,"Initial shoot or leaf growth","Breaking leaf buds (10000)","number",NA,"No. breaking leaf buds"
9086,"McAfee Knob Parking (VA)",37.381329,-80.088806,613,"VA",93,"Tilia","americana","American basswood","Deciduous broadleaf",96308,371,"Breaking leaf buds","2015-11-10",314,0,NA,NA,2015,1,"Initial shoot or leaf growth",NA,NA,NA,NA
